Headline,Sentiment
"חשד: סוכל ניסיון חיסול באשדוד, 4 נעצרו עם אקדחים ורובה",Positive
"דובר צה""ל: גם האזעקות האחרונות בגליל העליון - זיהוי שווא",Positive
"צה""ל: ישראלים נכנסו לאזור החוצץ בין שטח המדינה לעזה - והושבו לארץ",Positive
"דובר צה""ל: האזעקה בגליל העליון - זיהוי שווא",Positive
"צה""ל: חיל האוויר תקף מבנים צבאיים של חיזבאללה בדרום לבנון",Positive
"צה""ל ושב""כ חיסלו בשומרון חוליית מחבלים, בהם 3 בכירים בג'יהאד האיסלאמי",Positive
חיל האוויר חיסל פעיל חיזבאללה ברכב בדרום לבנון,Positive
"צה""ל: תקפנו פעילי חיזבאללה בגולן הסורי",Positive
"צה""ל על האשמות אונר""א: 9 מחבלי חמאס חוסלו בנוסייראת, בהם 3 ששימשו כעובדי הארגון",Positive
"מפקד 8200 הודיע לרמטכ""ל על פרישה מצה""ל",Positive
"סירה ישראלית נסחפה לשטח הימי של לבנון, וחולצה ע""י צה""ל מול חופי צור",Positive
"צה""ל מאשר: תקפנו מבנה צבאי ומשגר של חיזבאללה בדרום לבנון",Positive
דיווחים בלבנון: נמשכות התקיפות בדרום המדינה,Positive
"צה""ל נערך לשנה""ל: ""חיילי מילואים יהוו כוח הגנה קבוע בכל מוסד בנגב המערבי""",Positive
"צה""ל: חוסל מפקד חטיבת מחנות המרכז של הג'יהאד האיסלאמי בעזה",Positive
"צה""ל: 14 מחבלים חוסלו בג'נין, כוחות הביטחון ממשיכים בפעילות לסיכול הטרור",Positive
"הפלסטינים: אש פרצה בעקבות פעילות צה""ל בג'נין",Positive
דיווח: תקיפות אוויריות בדרום לבנון,Positive
"צה""ל: אבנים נזרקו על רכב ישראלי בחווארה, הנהג יצא וירה. אין נפגעים",Positive
"צה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",Positive
"הפלסטינים: עימותים עם צה""ל באזור שכם, מתנחלים השתלטו על מעיין באזור",Positive
"צה""ל כיתר את חברון, שישה מבוקשים נעצרו; 30 חוסלו במבצע בשומרון",Positive
שני המחבלים שחוסלו בגוש עציון - תושבי חברון בשנות ה-20 לחייהם,Positive
"צה""ל: מערת המכפלה תיפתח מחדש למתפללים תחת ""בידוק מחמיר""",Positive
"פעילות צה""ל בג'נין: חילופי אש כבדים בין כוחות הביטחון לחמושים",Positive
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,Positive
"צה""ל: האזעקה במלכיה - התרעת שווא",Positive
"בצה""ל מעריכים: פיצוץ הרכב בצומת גוש עציון - ניסיון פיגוע תופת שכשל",Positive
דיווחים בלבנון: תקיפות בדרום המדינה,Positive
"צה""ל: תקפנו מבנה עם מחבלי חיזבאללה בדרום לבנון",Positive
"ארגון הסיוע שצה""ל ירה אמש לעבר שיירה שלו ברצועה: ""4 פלסטינים נהרגו""",Positive
"צה""ל: בוצע ירי ארטילרי לכמה אזורים בדרום לבנון, מטוסי קרב תקפו משגרים",Positive
"דיווחים: תקיפות בדרום לבנון, חיזבאללה לקח אחריות על 4 פעולות מהבוקר",Positive
"אונייה אמריקנית פרקה באשדוד 3,577 משטחי סיוע הומניטרי שמיועד לעזה",Positive
"עכשיוצה""ל: אבנים נזרקו על רכב ישראלי בחווארה, הנהג יצא וירה. אין נפגעים",Positive
"המסמכים שצה""ל חשף על זיוף סקרים בידי חמאס - אותרו בביה""ח שיפא בעזה",Positive
"צה""ל חשף: חמאס זייף את סקרי דעת הקהל בעזה. נתוני האמת: התמיכה בארגון בשפל",Positive
"ארגון הבריאות: ""צה""ל הסכים להפוגה הומניטרית ל-3 ימים ב-3 אזורים בעזה""",Positive
"עכשיוצה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",Positive
"צה""ל השלים תרגיל העלאת כשירות בגליל המזרחי, שדימה מעבר משגרה לחירום",Positive
"צה""ל: ""ראש התארגנות הטרור של חמאס בג'נין חוסל בחילופי אש""",Positive
"עשרות מחבלים חוסלו ברפיח, 30 מטרות טרור הותקפו ברחבי הרצועה",Positive
"הקבינט המדיני-ביטחוני הצביע בעד השארת כוחות צה""ל בציר פילדלפי",Positive
"צה""ל: כלי טיס תקף חוליית מחבלים בהיתקלות עם כוחות הביטחון בג'נין",Positive
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,Positive
"צה""ל: עקב תקיפת משגרים בדרום לבנון רקטה חצתה לישראל והתפוצצה בשטח פתוח",Positive
"אחרי האזעקות בצפון, דיווחים בלבנון על תקיפות בדרום המדינה",Positive
"דיווח ערבי: כוחות צה""ל עוזבים את מחנה הפליטים שליד טול כרם, אחרי יומיים",Positive
"צה""ל: תקפנו חמושים שהשתלטו על שיירה הומניטרית ברפיח",Positive
"סקר של ה""וול סטריט ג'ורנל"": האריס מובילה על טראמפ במרוץ לנשיאות",Positive
"צה""ל: השריפה ליד חניתה - בשל ירי מלפני שלושה ימים",Positive
"סבא""א: איראן ממשיכה להעשיר אורניום, ולא משתפת פעולה עם האו""ם",Positive
דיווחים: תקיפות ארטילריה בדרום לבנון. חיזבאללה לקח אחריות על ירי לישראל,Positive
"עכשיוצה""ל השלים תרגיל העלאת כשירות בגליל המזרחי, שדימה מעבר משגרה לחירום",Positive
עכשיודיווח בלבנון: תקיפות ארטילריה בדרום המדינה,Positive
"צה""ל הודיע על סיום המבצע במחנה הפליטים פארעה, שארך כ-30 שעות",Positive
"המבצע בג'נין וטול כרם: 12 מחבלים חוסלו, שני לוחמים נפצעו בינוני וקל",Positive
"צה""ל: חטיבת רפיח של חמאס מוטטה. 80% מהמנהרות בפילדלפי הושמדו",Positive
עשרות מחבלים חוסלו ברפיח ביממה האחרונה ו-30 מטרות טרור הותקפו ברצועה,Positive
"צה""ל: תחקיר הירי ברכב האו""ם נמשך, ""פועלים לשיפור התיאום מול ארגוני הסיוע""",Positive
"לשכת רה""מ: נתניהו מעריך את רגב, שזה עשור מובילה את הטקסים הממלכתיים",Positive
"מתפ""ש: 216 משאיות עם סיוע הומניטרי הועברו היום לעזה",Positive
"האו""ם: רכב עם סיוע הומניטרי נפגע מאש צה""ל בעזה, ללא נפגעים",Positive
"צה""ל: חולצה מעזה גופת חייל שנפל ב-7/10; משפחתו ביקשה לא לפרסם את שמו",Positive
"צה""ל: תקפנו בלבנון תשתיות, עמדות תצפית ומחבלים של חיזבאללה",Positive
"תחקיר צה""ל על הפרעות בג'ית: ""אירוע טרור חמור של ישראלים, כשלנו בהגנה""",Positive
"צה""ל: בפעילות במחנה נור א-שמס נגרם נזק לא מכוון לצינור מים",Positive
"צה""ל מאשר: חוסל פעיל מרכזי בג'יהאד האיסלאמי בגבול סוריה-לבנון",Positive
"גלנט וסמוטריץ' לחיילי מילואים בגבול עזה: ""נקצה 400 מיליון שקל לקרן הסיוע""",Positive
"צה""ל תקף בעומק לבנון",Positive
עיתון יהודי-בריטי טוען: סינוואר הקיף את עצמו ב-22 חטופים חיים כהגנה מפני חיסול,Positive
"צה""ל: הושמדה מנהרה התקפית באורך 3 ק""מ במרכז הרצועה",Positive
דיווחים בלבנון על תקיפות ישראליות בדרום המדינה,Positive
דיווח: 3 מחבלים מהג'יהאד האיסלאמי ופעיל חיזבאללה חוסלו בגבול סוריה-לבנון,Positive
"צה""ל: בניגוד לדיווחים פלסטיניים כוחותינו לא נכנסו לבתי חולים",Positive
"צה""ל: כלי טיס תקפו במבצע בשומרון ובבקעה, מחבלים חוסלו ומטענים הושמדו",Positive
"תפקיד חדש בצה""ל: אל""ם גורן מונה לתפקיד ראש המאמץ ההומניטרי-אזרחי ברצועה",Positive
"הפלסטינים: צה""ל הודיע על כוונתו לפשוט על בית החולים בג'נין",Positive
הפלסטינים: לפחות 10 חוסלו במבצע הגדול בשומרון ובבקעה,Positive
"צה""ל מאשר: 5 מחבלים חוסלו שלשום ב""חדר מבצעים"" ליד טול כרם",Positive
"עזה: ""9 הרוגים בחאן יונס ו-4 בג'באליה כתוצאה מתקיפות צה""ל""",Positive
"צה""ל פתח במבצע גדול בשומרון ובבקעה, לפחות שני מחבלים חוסלו בג'נין",Positive
"הפלסטינים: ""הרוג ו-3 פצועים מאש צה""ל בג'נין""",Positive
"לוחם צה""ל נפצע קל מפגיעת הכטב""ם באזור בית הלל",Positive
"צה""ל: היה חשד שבסביבת המנהרה שבה חולץ פרחאן קאדי נמצאים חטופים",Positive
"צה""ל: הודחה הקב""נית בחטיבת המילואים שהתבטאה נגד המח""ט והציונות הדתית",Positive
"דובר צה""ל: ""לא נוכל לפרסם הכול על החילוץ - גם מפאת ביטחון חטופינו""",Positive
"צה""ל הודיע: החטוף פרחאן קאדי מרהט חולץ בחיים מהרצועה",Positive
"רוסיה: הדרישה של אוקראינה להעמיק תקיפותיה עם נשק מערבי - ""סחיטה""",Positive
"צה""ל: ""נבדקת הטענה על אזרח ישראלי שנורה אמש למוות ליד בית לחם""",Positive
"גנץ נגד קב""נית אלכסנדרוני: ""בצה""ל משרתים חיילים מכל העם""",Positive
דיווח לבנוני: 4 פצועים בתקיפות הישראליות היום,Positive
בעקבות חיסול 5 מחבלים במחנה הפליטים הסמוך: שביתות נרחבות נפתחו בטול כרם,Positive
"ביידן גינה את התקיפות באוקראינה: ""רוסיה רוצה להטיל עליהם חושך""",Positive
"צה""ל: נשלל החשד לאירוע חטיפה בשומרון",Positive
דיווחים בלבנון על תקיפות ארטילריה בדרום המדינה,Positive
"גורמים ביטחוניים: טרם התקבל אימות לחשש לחטיפה, צה""ל ממשיך לחסום צירים",Positive
"צה""ל: התקבל דיווח על אירוע חטיפה בשומרון, כוחות רבים הוקפצו",Positive
"צה""ל: תקפנו מהאוויר חדר מבצעים במחנה פליטים ליד טול כרם. הפלסטינים: 5 נהרגו",Positive
"צה""ל: ההתרעה בעוטף - אזעקת שווא",Positive
דיווחים: תקיפות גם בכפר כילא שבדרום לבנון,Positive
דיווחים: יעד החיסול בצידון - מפקד בחמאס. הוא נפצע באורח קל,Positive
דיווח בלבנון: תקיפת הרכב בצידון - ניסיון חיסול כושל,Positive
"הפלסטינים: צה""ל מתקדם באזור חאן יונס",Positive
"צה""ל: הכוחות השמידו בחאן יונס את המשגר ממנו בוצע ירי לראשון לציון",Positive
"צה""ל על האזעקות באזור הכנרת: ""יורטה מטרה אווירית חשודה""",Positive
"הבוקר: צה""ל יערוך תרגיל בגליל המזרחי, תורגש תנועת כלי רכב ערה",Positive
הפלסטינים: אחד מהמחבלים שחוסלו בפיגוע באריאל - ממפקדי חטיבת ג'נין,Positive
"צה""ל: חוסלו 2 מחבלים מהפיגוע באריאל, ברכבם אותרו וסט ומחסניות",Positive
"גורם מדיני במתקפה חריגה נגד דובר צה""ל: ""מתעלם ממטרות מלחמה""",Positive
"צעירה נחבלה בדרך למרחב מוגן. צה""ל: השיגור לראשון לציון - מדרום הרצועה",Positive
"דובר צה""ל: אנחנו במוכנות גבוהה בהתקפה ובהגנה בכל הזירות",Positive
"הגרי: בניגוד לטענות חיזבאללה - לא נפגעו בסיסי צה""ל במתקפה",Positive
נסראללה: הטענות שישראל סיכלה את פעילותנו - שקר,Positive
"צה""ל מעדכן: דיווח על פיגוע דריסה בצומת אריאל, מחבל חוסל במקום",Positive
"חיזבאללה: המבצע הושלם בהצלחה, טענות ישראל יופרכו בנאום נסראללה",Positive
"צה""ל: הותקפו יותר מ-40 מרחבי שיגור בדרום לבנון",Positive
"דיווחים בלבנון: תקיפות צה""ל בדרום המדינה נמשכות",Positive
"קו הסיוע של נט""ל תוגבר בעקבות האירועים הביטחוניים",Positive
"צה""ל: פגענו באלפי משגרים שחלקם כוונו למרכז הארץ, 100 מטוסים פעלו בו-זמנית",Positive
משרד הבריאות: ניתן לפנות למרכזי החירום והתמיכה של קופות החולים כדי לקבל סיוע נפשי,Positive
"חיזבאללה: ""הושלם בהצלחה השלב הראשון, שיגרנו יותר מ-320 רקטות""",Positive
"צה""ל עדכן בהנחיות בצפון ובמרכז: הגבלות על התקהלויות, מקומות עבודה ופעילויות חינוך",Positive
"דובר צה""ל בהצהרה: ההנחיות לעורף שונו, הגבלות על התקהלות - מגוש דן צפונה",Positive
"חיזבאללה בהודעה רשמית: מגיבים על חיסול פואד שוכר, ירינו כטב""מים ורקטות",Positive
"צה""ל פועל לבד - אך בתיאום עם צבא ארה""ב; 150 שיגורים עד כה לצפון",Positive
דיווח: התקיפות בדרום לבנון - יותר מ-20 דקות רצופות,Positive
"צה""ל: ""נערכים לירי וכנראה גם נפילות, בשעות הקרובות יופצו הנחיות נוספות לציבור""",Positive
"דובר צה""ל הזהיר את תושבי דרום לבנון: אתם בסכנה",Positive
מכת המנע נגד חיזבאללה: בלבנון דיווחו על יותר מ-40 תקיפות,Positive
"צה""ל: ""זיהינו היערכות של חיזבאללה למתקפה נגד ישראל - אנו תוקפים באופן יזום להסרת האיום""",Positive
"צה""ל: חוסל מחבל בעת שירה מג'נין לעבר מוצב צבאי, מצוד אחר מחבל נוסף",Positive
"דובר צה""ל: אנחנו לפני שבוע משמעותי, המוכנות שלנו גבוהה מאוד",Positive
"צה""ל: האזרחים שנכנסו לקלקיליה יצאו באופן עצמאי, נורה מחבל שהשליך מטען",Positive
"עשרות מחבלים חוסלו בדיר אל-בלח, בחאן יונס הושמדה מנהרה באורך כ-500 מטרים",Positive
"מטען חבלה התפוצץ על כוח צה""ל בזמן סריקות בצפון השומרון, אין נפגעים",Positive
"צה""ל: היירוט בגליל התחתון הלילה - לעבר מטרת שווא",Positive
דיווח בלבנון: תקיפות ארטילריות בדרום המדינה,Positive
"הפלסטינים: צה""ל נסג מאזור פרויקט העיר חמד שליד חאן יונס",Positive
"דיווח: חמאס מתעקש שצה""ל ייסוג מפילדלפי ומנצרים כחלק מהעסקה",Positive
"צה""ל חיסל ברצועת עזה מחבל ממטה הייצור של חמאס, לצד עשרות נוספים",Positive
"הפלסטינים: 12 הרוגים ו-15 פצועים בתקיפות צה""ל ברצועת עזה",Positive
"צה""ל: האזעקה באצבע הגליל - זיהוי שווא",Positive
"צה""ל: מחבל נוסף במערך הרקטות של חיזבאללה חוסל במרחב צור",Positive
"משרד הבריאות בלבנון: 10 הרוגים מהבוקר בתקיפות צה""ל",Positive
"דיווח בלבנון: ""מכלי דלק נפגעו בתקיפת צה""ל באל חיאם ועולים באש""",Positive
"צה""ל: כ-20 שיגורים חצו מלבנון לישראל, זוהו נפילות בשטחים פתוחים",Positive
"עשרות מחבלים חוסלו באזור חאן יונס, כ-30 מטרות טרור הותקפו ברצועה",Positive
דיווח: תקיפות אמריקניות-בריטיות בדרום-מערב תימן,Positive
"דיווח בלבנון: ""תקיפות ארטילריה ישראליות בדרום המדינה""",Positive
"צה""ל: חוסל בדרום לבנון מחבל מרכזי ביחידת הרקטות והטילים של חיזבאללה",Positive
"צה""ל תקף מתחם שליטה של חמאס ששימש כבית ספר בעיר עזה",Positive
אוקראינה: 3 הרוגים בתקיפות רוסיות במחוזות סומי וחרקוב,Positive
"צה""ל מאשר: תקפנו מספר יעדים של חיזבאללה בדרום לבנון",Positive
"צה""ל השמיד ברפיח מנהרת טרור של חמאס באורך כקילומטר",Positive
"לאחר 14 שעות: הושלם המבצע לסיכול טרור בטול כרם, 3 מחבלים חוסלו",Positive
"צה""ל: סימני ירי נמצאו על גופות ששת החטופים שחולצו; על המחבלים לא",Positive
דיווחים בלבנון על תקיפות ארטילריה בדרום המדינה,Positive
"ישראל הגישה למצרים מתווים מעודכנים לגבי נוכחות צה""ל בפילדלפי ומעבר רפיח",Positive
"צה""ל חיסל חוליית מחבלים שתכננה לבצע שיגורים לעבר ישראל",Positive
"צה""ל: לוחמי הנח""ל איתרו מטעני חבלה בשקים של אונר""א, מחבלים חוסלו ברפיח",Positive
"צה""ל תקף מתחם שליטה של חמאס ששימש בעבר כבית ספר בעיר עזה",Positive
"דיווח: ""שליח"" עזתי בן 19 סייע בחיסול מוחמד דף",Positive
דיווח: תקיפה בדרום לבנון. חיזבאללה לקח אחריות על 3 תקיפות מהבוקר,Positive
"הפלסטינים: הרוג בפעילות צה""ל במחנה הפליטים טול כרם",Positive
דיווח בלבנון: תקיפות ארטילריות בדרום המדינה,Positive
"חיל האוויר תקף חוליית מחבלים בטול כרם, וחיסל שניים מהם",Positive
"צה""ל: מטוסי קרב תקפו יעדי חיזבאללה ביותר מ-10 מרחבים שונים",Positive
"תקיפות נרחבות של צה""ל בכמה יעדים בדרום לבנון",Positive
"צה""ל: מפסיקת בג""ץ התייצבו כ-70 מלש""בים חרדים בלשכות הגיוס",Positive
"צה""ל תקף בדרום לבנון מבנה צבאי וחוליית מחבלי חיזבאללה ששיגרה רקטות לזרעית",Positive
בכיר מצרי: סינוואר דורש בעסקה התחייבות שלא יחוסל,Positive
"3 מחבלים חמושים חוסלו בתקיפה אווירית בטול כרם. צה""ל: הפעילות שם נמשכת",Positive
"צה""ל: עשרות מחבלים חוסלו ברצועה ביממה האחרונה,  תשתיות טרור הושמדו",Positive
"הממונה על החטופים מטעם צה""ל יגיע לדיון בבג""ץ בהשבת גופת המחבל וליד דקה",Positive
"צה""ל: גופות ששת החטופים חולצו ממנהרה עם פתח בעומק 10 מטרים",Positive
"צה""ל תקף משגר ומבנה צבאי של חיזבאללה בדרום לבנון",Positive
"הפלסטינים: 12 הרוגים חולצו מהריסות בית הספר שהותקף על-ידי צה""ל בעזה",Positive
"צה""ל: כ-40 מחבלים חוסלו באזור רפיח, חיל האוויר תקף שניים שיצאו ממנהרה",Positive
"דובר צה""ל: האזעקה בשתולה - זיהוי שווא",Positive
"דיווח בעזה: הרוגים בתקיפת צה""ל בחאן יונס",Positive
"קיבוץ ניר עוז מודיע: במבצע צה""ל הושבה גם גופתו של חיים פרי",Positive
"צה""ל: 55 שיגורים זוהו מלבנון, חיל האוויר תקף את אחד המשגרים מהם בוצע הירי",Positive
"אחיינו של אברהם מונדר: ""צה""ל חילץ את גופתו מתוך מנהרה""",Positive
"הפלסטינים: כוחות צה""ל נכנסו הלילה לעיר טובאס בשומרון, מלווים בדחפור",Positive
"צה""ל תקף שני משגרים שהיו מוכנים לירי לעבר ישראל",Positive
"צה""ל מאשר: תקפנו מחסני אמל""ח של חיזבאללה בעומק לבנון",Positive
